,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN,EMNT,EMXT
51,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2011-11,11.8,18,5.6,,
52,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2011-12,9.7,17.5,1.9,,
53,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2012-01,10.7,18.3,3.1,,
54,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2012-02,11.1,18,4.2,,
55,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2012-03,11.5,17.5,5.5,,
56,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2012-11,14.3,20.6,8,,
57,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2012-12,9.9,15.2,4.7,,
58,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2013-01,9.7,16.8,2.6,,
59,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2013-02,10.1,17.1,3.1,,
60,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2013-03,13.1,19.6,6.7,,
61,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2013-11,13.8,21.1,6.6,,
62,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2013-12,10.4,19.1,1.8,,
63,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2014-01,13.4,22,4.8,,
64,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2014-02,12.1,17.5,6.6,,
65,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2014-03,14.4,20.5,8.4,,
66,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2014-11,14.7,21,8.4,,
67,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2014-12,12.9,17.3,8.5,,
68,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2015-01,13.1,20.7,5.5,,
69,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2015-02,14.4,21.2,7.7,,
70,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2015-03,15.3,22.9,7.7,,
71,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2015-11,13.3,20.4,6.2,,
72,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2015-12,10.3,16.6,4,,
73,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2016-01,12.4,16.8,8.1,,
74,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2016-02,15.2,22.8,7.6,,
75,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2016-03,14.3,20.1,8.5,,
76,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2016-11,14.2,20.7,7.8,,
77,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2016-12,10.3,16.1,4.4,,
78,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2017-01,9.8,14.8,4.9,,
79,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2017-02,12,16.9,7.1,,
80,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2017-03,13.8,20.2,7.4,,
81,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2017-11,14.9,21.4,8.5,,
82,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2017-12,11.9,20.4,3.3,,
83,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2018-01,12,17.6,6.4,,
84,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2018-02,12,20.3,3.7,,
85,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2018-03,11.6,18,5.2,,
86,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2018-11,14.7,22.9,6.5,,
87,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2018-12,11.6,18,5.3,,
88,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2019-01,12,18,6,,
89,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2019-02,9.7,15.4,4.1,,
90,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2019-03,12.7,18.9,6.4,,
91,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2019-11,13.3,20.5,6,,
92,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2019-12,10.9,15.3,6.4,,
93,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2020-01,10.3,16,4.5,,
94,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2020-02,11.8,19.2,4.5,,
95,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2020-03,11.5,16.6,6.4,,
317,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2011-11,11.8,20.3,3.3,,
318,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2011-12,10.1,20.2,0.1,,
319,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2012-01,10.8,20.8,0.8,,
320,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2012-02,11.6,20.6,2.5,,
321,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2012-03,12.1,19.5,4.6,,
322,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2012-11,14.6,22.5,6.7,,
323,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2012-12,10.4,16.2,4.5,,
324,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2013-01,9.8,18.8,0.8,,
325,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2013-02,11.5,21.9,1,,
326,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2013-03,14.1,23.8,4.4,,
327,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2013-11,13.2,23.4,2.9,,
328,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2013-12,9.4,21,-2.2,,
329,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2014-01,12.5,24.5,0.6,,
330,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2014-02,11.8,19.6,3.9,,
331,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2014-03,13.8,23.6,4,,
332,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2014-11,13.4,22.7,4.1,,
333,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2014-12,12,16.7,7.2,,
334,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2015-01,12.3,23.2,1.4,,
335,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2015-02,13.7,23,4.5,,
336,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2015-03,14.4,27.5,1.4,,
337,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2015-11,11.9,22.1,1.7,,
338,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2015-12,9.4,16.4,2.4,,
339,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2016-01,11.1,15.8,6.4,,
340,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2016-02,14.7,25.5,3.9,,
342,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2016-11,13.7,21.7,5.7,,
343,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2016-12,9.7,16.8,2.6,,
344,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2017-01,9.3,15.4,3.3,,
345,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2017-02,11.3,16.4,6.2,,
346,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2017-03,14.8,24.4,5.3,,
347,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2017-11,13.9,21.5,6.4,,
348,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2017-12,10.7,20.9,0.5,,
349,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2018-01,11.6,18.6,4.7,,
350,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2018-02,12,22.8,1.1,,
351,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2018-03,12.4,20.3,4.5,,
352,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2018-11,13.8,24.2,3.4,,
353,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2018-12,10.9,18.1,3.7,,
354,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2019-01,11.5,17.7,5.2,,
355,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2019-02,8.9,14.2,3.6,,
356,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2019-03,12,19.5,4.5,,
357,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2019-11,13.1,23.5,2.7,,
358,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2019-12,10.6,15.2,5.9,,
359,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2020-01,10.6,17.9,3.2,,
360,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2020-02,12.7,23.2,2.1,,
361,USC00040673,"BEN LOMOND NUMBER 4, CA US",37.0855,-122.0797,128,2020-03,12.1,19.2,5.1,,
362,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2011-11,11.3,17.9,4.7,,
363,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2011-12,9.4,17,1.8,,
364,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2012-01,10.4,18.1,2.7,,
365,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2012-02,10.6,17.6,3.7,,
366,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2012-03,10.9,16.9,4.8,,
367,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2012-11,13.8,20.5,7.1,,
368,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2012-12,9.3,14.2,4.4,,
369,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2013-01,9.4,16.6,2.2,,
370,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2013-02,9.9,17.5,2.3,,
371,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2013-03,13.4,20.9,5.8,,
372,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2013-11,13.2,21,5.4,,
373,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2013-12,10.1,18.8,1.4,,
374,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2014-01,13.3,22.4,4.3,,
375,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2014-02,11.8,17.4,6.2,,
376,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2014-03,13.9,20.6,7.1,,
377,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2014-11,14,20.5,7.5,,
378,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2014-12,12,16.4,7.6,,
379,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2015-01,12.6,20.5,4.6,,
380,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2015-02,13.9,20.8,6.9,,
381,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2015-03,15.1,23.8,6.5,,
382,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2015-11,11.6,19,4.2,,
383,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2015-12,9.3,15.5,3.2,,
384,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2016-01,11.3,15.6,7,,
385,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2016-02,14.4,22.6,6.1,,
386,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2016-03,13.3,19.4,7.2,,
387,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2016-11,14.1,21,7.3,,
388,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2016-12,10.1,16.1,4.1,,
389,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2017-01,9.6,14.8,4.5,,
390,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2017-02,11.5,16.2,6.8,,
391,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2017-03,13.9,21.2,6.6,,
392,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2017-11,14.4,21,7.8,,
393,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2017-12,11.7,20.2,3.1,,
394,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2018-01,12.2,18.3,6.1,,
395,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2018-02,11.6,20,3.1,,
396,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2018-03,11.9,18.6,5.1,,
397,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2018-11,14.4,22.5,6.2,,
398,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2018-12,11,16.8,5.1,,
399,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2019-01,11.6,17.1,6.2,,
400,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2019-02,8.9,13.8,4,,
401,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2019-03,12.2,18.5,5.9,,
402,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2019-11,13.6,22.1,5,,
403,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2019-12,11.1,15.7,6.5,,
404,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2020-01,10.8,16.8,4.9,,
405,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2020-02,12.4,20.6,4.2,,
406,USR0000CCOR,"CORRALITOS CALIFORNIA, CA US",36.9911,-121.7978,137.2,2020-03,11.8,17.7,5.9,,
425,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2011-11,9.7,12.8,6.7,,
426,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2011-12,9.3,12.9,5.7,,
427,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2012-01,10.5,14.1,6.9,,
428,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2012-02,8.4,12,4.8,,
429,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2012-03,7.5,11.2,3.9,,
430,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2012-11,12.2,15.5,8.8,,
431,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2012-12,7.1,9.7,4.4,,
432,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2013-01,8.8,12.3,5.3,,
433,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2013-02,8.9,12.7,5,,
434,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2013-03,11.6,15.7,7.4,,
435,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2013-11,12.8,16.5,9,,
436,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2013-12,11.1,14.9,7.3,,
437,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2014-01,14.3,18,10.6,,
438,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2014-02,9.7,12.8,6.6,,
439,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2014-03,11.6,15.5,7.7,,
440,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2014-11,13.4,16.9,9.9,,
441,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2014-12,9.1,11.3,6.9,,
442,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2015-01,13.5,17.2,9.8,,
443,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2015-02,13.1,16.9,9.3,,
444,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2015-03,14.3,18.7,9.8,,
445,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2015-11,10.1,13.8,6.5,,
446,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2015-12,6.9,9.8,3.9,,
447,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2016-01,8,10.5,5.5,,
448,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2016-02,13.4,17.4,9.5,,
449,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2016-03,10.2,13.8,6.6,,
450,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2016-11,12.1,15.6,8.6,,
451,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2016-12,8.6,11.8,5.3,,
452,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2017-01,7.2,10.1,4.3,,
453,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2017-02,7.8,10.5,5.1,,
454,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2017-03,11.6,15.7,7.6,,
455,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2017-11,11.7,15.1,8.2,,
456,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2017-12,13.1,16.8,9.3,,
457,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2018-01,10.9,14.2,7.6,,
458,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2018-02,10.2,14.4,5.9,,
459,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2018-03,9,12.6,5.3,,
460,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2018-11,14.6,18.2,11,,
461,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2018-12,8.6,12.2,5.1,,
462,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2019-01,9.5,12.6,6.4,,
463,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2019-02,4.4,7.3,1.6,,
464,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2019-03,8.2,11.7,4.8,,
465,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2019-11,14.2,18.4,10.1,,
466,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2019-12,8,10.2,5.8,,
467,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2020-01,8.7,12.1,5.3,,
468,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2020-02,11.8,16.1,7.5,,
469,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2020-03,7.7,10.9,4.4,,
486,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2011-11,12,17.9,6,,
487,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2011-12,9.6,16.8,2.4,,
488,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2012-01,11.6,18.6,4.5,,
489,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2012-02,12.2,18.6,5.8,,
490,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2012-03,12.5,17.8,7.1,,
491,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2012-11,13.7,19.8,7.7,,
492,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2012-12,9.5,14.1,4.9,,
493,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2013-01,9.3,16,2.5,,
494,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2013-02,9.4,15.9,2.9,,
495,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2013-03,12.1,18.1,6.2,,
496,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2013-11,13,20,6,,
497,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2013-12,9.7,18.2,1.3,,
498,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2014-01,13,21.4,4.6,,
