,STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,TMAX,TMIN,EMNT,EMXT
499,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2014-02,11.9,16.9,6.9,,
500,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2014-03,13.8,19.6,8.1,,
501,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2014-11,15.1,20.9,9.4,,
502,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2014-12,13.2,17.4,9,,
503,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2015-01,13.1,20.3,5.9,,
504,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2015-02,14.6,20.7,8.6,,
505,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2015-03,15.6,22.7,8.5,,
506,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2015-11,11.9,18.6,5.2,,
507,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2015-12,9.3,15,3.6,,
508,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2016-01,11.4,15.4,7.4,,
509,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2016-02,13.6,20.8,6.5,,
510,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2016-03,13,17.9,8.1,,
511,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2016-11,13.6,19.5,7.8,,
512,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2016-12,9.8,15.2,4.4,,
513,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2017-01,9.4,14.3,4.6,,
514,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2017-02,11.5,16,7.1,,
515,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2017-03,13.3,19.3,7.3,,
516,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2017-11,14.2,20.2,8.2,,
517,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2017-12,11.3,19.4,3.2,,
518,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2018-01,11.9,17.4,6.4,,
519,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2018-02,11,18.8,3.2,,
520,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2018-03,11.6,17.4,5.8,,
521,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2018-11,14,21.4,6.5,,
522,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2018-12,10.7,16.4,5.1,,
523,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2019-01,11.5,16.7,6.3,,
524,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2019-02,9.1,13.9,4.4,,
525,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2019-03,11.9,17.3,6.5,,
526,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2019-11,13.5,20.5,6.4,,
527,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2019-12,11.6,15.8,7.4,,
528,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2020-01,11.1,16.6,5.6,,
529,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2020-02,11.8,18.9,4.7,,
530,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2020-03,11.9,16.8,6.9,,
597,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2011-11,11.3,17.3,5.3,,
598,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2011-12,9.3,16.3,2.3,,
599,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2012-01,10.5,17.4,3.6,,
600,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2012-02,11.6,18.4,4.7,,
601,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2012-03,12.1,18.6,5.6,,
602,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2012-11,13.6,19.4,7.8,,
603,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2012-12,9.8,14.1,5.4,,
604,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2013-01,9.5,16.6,2.5,,
605,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2013-02,10.4,18.2,2.7,,
606,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2013-03,14,20.9,7.1,,
607,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2013-11,13.4,20.3,6.4,,
608,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2013-12,9.9,17.8,2,,
609,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2014-01,13.1,20.9,5.3,,
610,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2014-02,12.5,17.6,7.4,,
611,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2014-03,15,21.6,8.3,,
612,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2014-11,13.8,19.3,8.3,,
613,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2014-12,12.1,15.4,8.8,,
614,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2015-01,13,20.8,5.3,,
615,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2015-02,14.5,21,8,,
616,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2015-03,16,24.4,7.6,,
617,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2015-11,11.9,18.6,5.3,,
618,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2015-12,9.8,15.4,4.2,,
619,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2016-01,11.8,15.7,7.9,,
620,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2016-02,14.4,22.1,6.7,,
621,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2016-03,13.8,19.4,8.3,,
622,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2016-11,14.4,19.3,9.6,,
623,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2016-12,10.3,15.7,4.9,,
624,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2017-01,10,14.7,5.3,,
625,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2017-02,12.2,16.3,8.2,,
626,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2017-11,14.9,20.6,9.1,,
627,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2017-12,11.5,19.5,3.5,,
628,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2018-01,12.7,18.3,7.1,,
629,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2018-02,12.1,19.8,4.4,,
630,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2018-03,12.5,18.7,6.2,,
631,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2018-11,14.5,21.4,7.5,,
632,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2018-12,11.7,17.1,6.3,,
633,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2019-01,12.5,17.5,7.5,,
634,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2019-02,10.1,14.9,5.4,,
635,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2019-03,12.7,18.4,6.9,,
636,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2019-11,13.3,20,6.5,,
637,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2019-12,12.6,16.9,8.4,,
639,USC00047916,"SANTA CRUZ, CA US",36.98785,-121.99952,21.3,2020-02,12.5,19.5,5.4,,
15,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2000-12,11.4,,,1.1,22.2
16,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2001-01,8.9,,,-1.7,25
17,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2001-02,10.3,,,0,26.1
18,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2001-03,12.7,,,2.2,25.6
19,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2001-11,13.3,,,1.7,28.3
20,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2002-01,8.6,,,-2.2,21.7
21,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2002-02,11.4,,,-1.7,26.7
22,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2002-03,11.2,,,0.6,22.8
23,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2002-11,14.1,,,2.8,27.8
24,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2002-12,10.7,,,0.6,21.1
25,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2003-01,13,,,3.3,22.8
26,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2003-02,11,,,0,23.9
27,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2003-03,12.3,,,2.2,27.8
28,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2003-11,11.2,,,0,23.3
29,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2003-12,10.6,,,0,22.2
30,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2004-01,9.6,,,-1.1,20.6
31,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2004-02,10.4,,,1.1,20
32,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2004-03,14.9,,,3.9,30.6
33,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2004-11,12,,,-1.1,23.3
34,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2004-12,10.6,,,-1.1,21.1
35,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2005-01,10.4,,,0.6,22.8
36,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2005-02,12.5,,,3.3,21.7
37,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2005-03,13.6,,,4.4,30.6
38,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2005-11,14.2,,,0.6,30
39,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2005-12,11.5,,,1.1,22.8
40,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2006-01,10.3,,,1.1,22.8
41,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2006-02,11.6,,,0,26.7
42,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2006-03,9.8,,,0.6,19.4
43,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2006-11,12.8,,,0.6,26.7
44,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2006-12,10.2,,,-1.1,23.9
45,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2007-01,8.4,,,-4.4,22.2
46,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2007-02,10.8,,,1.1,26.1
47,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2007-03,13,,,0.6,29.4
48,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2007-11,13.1,,,0.6,31.1
49,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2007-12,8.9,,,-0.6,21.7
50,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2008-01,9.1,,,0.6,20
51,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2008-02,10.6,,,0.6,25
52,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2008-03,11.8,,,1.1,22.8
53,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2008-11,14.4,,,4.4,32.2
54,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2008-12,9.4,,,-1.7,23.3
55,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2009-01,11.3,,,-1.7,26.1
56,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2009-02,11,,,0,25.6
57,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2009-03,11.7,,,0.6,24.4
58,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2009-11,12.9,,,2.2,30
59,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2009-12,9.7,,,-1.7,22.8
60,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2010-01,11.3,,,3.9,20.6
61,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2010-02,11.8,,,2.8,24.4
62,USC00049473,"WATSONVILLE WATERWORKS, CA US",36.9308,-121.7691,29,2010-03,12,,,1.7,26.7
77,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2000-11,9,,,0,18.3
78,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2000-12,11,,,2.8,20.6
79,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2001-01,7.6,,,0,21.7
80,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2001-02,6.3,,,-1.1,22.2
81,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2001-03,11.1,,,1.1,23.3
82,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2001-11,11.2,,,1.1,24.4
83,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2002-11,13.1,,,6.1,25
84,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2002-12,7.7,,,0.6,16.7
85,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2003-01,12.5,,,2.8,22.8
86,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2003-02,8,,,1.1,16.7
87,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2003-03,9.9,,,0.6,21.7
88,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2003-11,8.3,,,0.6,18.9
89,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2003-12,7.5,,,-0.6,17.8
90,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2004-01,7.6,,,-1.1,17.2
91,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2004-02,6.7,,,1.1,15
92,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2004-03,14.2,,,2.2,26.1
93,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2004-11,9.4,,,-2.2,18.9
94,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2004-12,9.3,,,1.1,22.2
95,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2005-01,8.9,,,0,22.8
96,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2005-02,8.5,,,0,19.4
97,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2005-03,10.6,,,0.6,27.2
98,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2005-11,12.8,,,1.1,25.6
99,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2005-12,9.3,,,1.1,19.4
100,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2006-01,8,,,0.6,18.9
101,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2006-02,10.1,,,-2.2,23.9
102,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2006-03,4.8,,,-2.8,13.9
103,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2006-11,10.7,,,1.1,22.2
104,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2006-12,9.3,,,0.6,21.7
105,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2007-01,7.6,,,-3.3,22.2
106,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2007-02,7.5,,,-0.6,21.1
107,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2007-03,12.8,,,0,26.1
108,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2007-11,13.6,,,1.1,25.6
109,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2007-12,6.2,,,-0.6,16.7
110,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2008-01,6.3,,,-1.1,19.4
111,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2008-02,8.7,,,0.6,20.6
112,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2008-03,9.9,,,-0.6,20
113,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2008-11,13.1,,,3.9,26.1
114,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2008-12,7.8,,,-1.7,21.7
115,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2009-01,11.8,,,0.6,25
116,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2009-02,7.2,,,-0.6,20
117,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2009-03,8.8,,,0,21.7
118,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2009-11,11.5,,,2.2,26.7
119,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2009-12,7.5,,,-3.3,18.3
120,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2010-01,9.3,,,0.6,18.9
121,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2010-02,8.4,,,2.2,19.4
122,USR0000CBNL,"BEN LOMOND CALIFORNIA, CA US",37.1317,-122.17,801.6,2010-03,9.1,,,-0.6,21.7
140,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2000-11,10.2,,,0.6,21.1
141,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2000-12,11.2,,,0.6,21.7
142,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2001-01,9.1,,,-1.7,23.9
143,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2001-02,9.9,,,-0.6,25.6
144,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2001-03,12.6,,,2.8,25
145,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2001-11,13.3,,,1.7,28.3
146,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2001-12,10,,,0.6,19.4
147,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2002-01,8.2,,,-2.2,21.1
148,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2002-02,11.5,,,-0.6,26.1
149,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2002-03,10.7,,,-0.6,22.2
150,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2002-11,14.1,,,2.8,27.8
151,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2002-12,10.7,,,0.6,20.6
152,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2003-01,12.9,,,3.3,22.8
153,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2003-02,10.5,,,-1.7,20
154,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2003-03,12.1,,,2.8,27.2
155,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2003-11,11.8,,,0,23.9
156,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2003-12,10.9,,,-0.6,21.7
157,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2004-01,9.9,,,-0.6,20.6
158,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2004-02,10.9,,,1.7,20
159,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2004-03,15,,,4.4,30
160,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2004-11,11.5,,,-1.7,22.8
161,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2004-12,10.3,,,-2.2,21.1
162,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2005-01,10,,,0.6,22.2
163,USW00023277,"WATSONVILLE MUNICIPAL AIRPORT, CA US",36.9358,-121.7886,48.8,2005-02,12.1,,,2.2,20.6
